"title","locality","price","url","image"
"For sale apartment 3+kt 71 m²","Panuškova, Praha 4 - Krč","9 500 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-krc-panuskova/3887773004","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/OqhBVYW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 5+kt 106 m²","Krouzova, Praha 4 - Modřany","7 390 000 CZK","https://sreality.cz/en/detail/sale/flat/5+kt/praha-modrany-krouzova/1008624716","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/Dl1OqE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 36 m²","Martinákova, Prostějov","1 995 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/prostejov-prostejov-martinakova/2627966284","https://d18-a.sdn.cz/d_18/c_img_QQ_Lj/yTrHe.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment unusual 445 m² (Mezonet)","Lesnická, Praha 5 - Smíchov","29 500 000 CZK","https://sreality.cz/en/detail/sale/flat/atypical/praha-smichov-lesnicka/3175072844","https://d18-a.sdn.cz/d_18/c_img_QN_J3/WSsB9HV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 68 m²","U Pekáren, Praha 10 - Hostivař","6 370 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-hostivar-u-pekaren/2101635420","https://d18-a.sdn.cz/d_18/c_img_QO_K2/pXcHRj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 78 m²","U Pekáren, Praha 10 - Hostivař","6 984 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-hostivar-u-pekaren/2693624908","https://d18-a.sdn.cz/d_18/c_img_QI_Jh/4noBsDN.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 170 m²","Breitfeldova, Praha 8 - Karlín","29 800 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-karlin-breitfeldova/3434255692","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/FbbBuFb.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 78 m²","Sedláčkova, Brno - Líšeň","7 338 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno-lisen-sedlackova/3855238220","https://d18-a.sdn.cz/d_18/c_img_QQ_Lg/V1pBenR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 62 m²","Čajkovského, Třebíč - Nové Dvory","2 750 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/trebic-nove-dvory-cajkovskeho/1399821644","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/Py3IYg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 50 m²","Františkov nad Ploučnicí, district Děčín","849 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/frantiskov-nad-ploucnici-frantiskov-nad-ploucnici-/3182597452","https://d18-a.sdn.cz/d_18/c_img_QL_J7/KjzEBY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 30 m²","Schulhoffova, Praha 4 - Háje","3 800 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/praha-haje-schulhoffova/352757068","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/MRrI8x.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 71 m²","Krausova, Praha 9 - Letňany","7 890 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-letnany-krausova/861840716","https://d18-a.sdn.cz/d_18/c_img_QL_J6/cznBGvz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 33 m²","Smržových, Praha 9 - Vysočany","5 650 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-vysocany-smrzovych/1377015116","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/tlJBmKO.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 43 m²","Vitošská, Praha 4 - Modřany","5 451 680 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-modrany-vitosska/2288297292","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/4jnhxR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 97 m²","Hradecká, Praha 3 - Vinohrady","17 513 470 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-vinohrady-hradecka/3294795084","https://d18-a.sdn.cz/d_18/c_img_QP_LE/3amQk.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 70 m²","Pod dálnicí, Praha 4 - Michle","7 129 120 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-michle-pod-dalnici/639280460","https://d18-a.sdn.cz/d_18/c_img_QI_Ji/9ewBebr.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 48 m²","Kovářská, Praha 9 - Libeň","7 653 320 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-liben-kovarska/737588556","https://d18-a.sdn.cz/d_18/c_img_QI_Ji/5jZBGtL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 106 m²","Učňovská, Praha 9 - Hrdlořezy","19 275 180 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-hrdlorezy-ucnovska/1181303884","https://d18-a.sdn.cz/d_18/c_img_QK_Jo/IUsCbf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 47 m²","5. května, Měšice","4 036 340 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/mesice-mesice-5--kvetna/2040313164","https://d18-a.sdn.cz/d_18/c_img_QO_K2/kUcBWat.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 56 m²","Sekaninova, Praha 2 - Nusle","Information about price at agency","https://sreality.cz/en/detail/sale/flat/2+kt/praha-nusle-sekaninova/2109388108","https://d18-a.sdn.cz/d_18/c_img_QP_K8/6pXCwn.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 61 m²","Vítkovická, Praha 9 - Letňany","7 548 480 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-letnany-vitkovicka/2594460748","https://d18-a.sdn.cz/d_18/c_img_QI_Jh/nUEBEWr.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 57 m²","náměstí 5. května, Čelákovice","4 200 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/celakovice-celakovice-namesti-5--kvetna/3292283980","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/zCHCCa.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 87 m²","Kovářská, Praha 9 - Libeň","13 524 360 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-liben-kovarska/3589715276","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/iqEBGPD.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 20 m²","Na Okruhu, Praha 4 - Písnice","2 969 400 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-pisnice-na-okruhu/4162540620","https://d18-a.sdn.cz/d_18/c_img_QM_Kc/xq0fDN.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 56 m²","Jiráskova, Lužec nad Vltavou","2 820 196 CZK","https://sreality.cz/en/detail/sale/flat/2+1/luzec-nad-vltavou-luzec-nad-vltavou-jiraskova/222590028","https://d18-a.sdn.cz/d_18/c_img_QJ_Jn/yWfe0u.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 29 m²","Za černým mostem, Praha 9 - Kyje","4 875 060 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-kyje-za-cernym-mostem/241386572","https://d18-a.sdn.cz/d_18/c_img_QK_Jo/aDDjtF.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 52 m²","Herálecká I, Praha 4 - Krč","5 750 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-krc-heralecka-i/1942385740","https://d18-a.sdn.cz/d_18/c_img_QP_K7/gpCNBM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 74 m²","Bechlínská, Praha 9 - Letňany","8 912 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-letnany-bechlinska/2081465676","https://d18-a.sdn.cz/d_18/c_img_QP_LB/L1vBFo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 26 m²","Strakošová, Praha 10 - Pitkovice","3 950 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-pitkovice-strakosova/3005817932","https://d18-a.sdn.cz/d_18/c_img_QQ_Lg/yNYyuJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 52 m²","Na padesátém, Praha 10 - Strašnice","5 302 500 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-strasnice-na-padesatem/433104204","https://d18-a.sdn.cz/d_18/c_img_QL_J6/RUkBeM6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 47 m²","náměstí Republiky, Mladá Boleslav - Mladá Boleslav III","3 554 076 CZK","https://sreality.cz/en/detail/sale/flat/2+1/mlada-boleslav-mlada-boleslav-iii-namesti-republiky/2342728780","https://d18-a.sdn.cz/d_18/c_img_QI_Jh/vitfQQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 60 m²","Bělocerkevská, Praha 10 - Vršovice","7 222 310 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-vrsovice-belocerkevska/2946741580","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/rOsBIyD.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment unusual 85 m²","Novovysočanská, Praha 9 - Vysočany","7 443 640 CZK","https://sreality.cz/en/detail/sale/flat/atypical/praha-vysocany-novovysocanska/3855258956","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/XNXBkPy.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 40 m²","Strašnická, Praha 10 - Hostivař","5 661 360 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-hostivar-strasnicka/1775281484","https://d18-a.sdn.cz/d_18/c_img_QO_K3/y7adwc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 62 m²","Petrohradská, Kladno","4 300 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/kladno-kladno-petrohradska/2053387340","https://d18-a.sdn.cz/d_18/c_img_QN_J5/u7fBqh9.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 18 m²","Soukenická, Slaný","1 895 200 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/slany-slany-soukenicka/2783390556","https://d18-a.sdn.cz/d_18/c_img_QQ_Lg/x0ryqv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 46 m²","Koněvova (Hartigova), Praha 3 - Žižkov","5 290 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-zizkov-konevova--hartigova-/3437020236","https://d18-a.sdn.cz/d_18/c_img_QO_K1/u5SBGmP.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 36 m²","Radičova, Praha 6 - Břevnov","8 701 720 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-brevnov-radicova/4288918860","https://d18-a.sdn.cz/d_18/c_img_QP_K8/lEfeoo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 100 m²","U gymnázia, Praha 4 - Nusle","12 999 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-nusle-u-gymnazia/819500364","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/dygB9Sg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 47 m²","Evropská, Praha 6 - Vokovice","6 290 400 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-vokovice-evropska/2357179724","https://d18-a.sdn.cz/d_18/c_img_QP_K8/x79Mfd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 38 m²","Kordačova, Kladno","2 699 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/kladno-kladno-kordacova/3117458764","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/8wDB8qc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 75 m²","Čepí, district Pardubice","3 190 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/cepi-cepi-/582128972","https://d18-a.sdn.cz/d_18/c_img_QM_Kj/FSZCSv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 40 m²","Štúrova, Praha 4 - Krč","4 800 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-krc-sturova/835695948","https://d18-a.sdn.cz/d_18/c_img_QQ_Lh/VMs06W.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 60 m²","Nad mlýnským potokem, Praha 10 - Dubeč","6 150 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-dubec-nad-mlynskym-potokem/3673838668","https://d18-a.sdn.cz/d_18/c_img_QL_J4/BQ5Bm9j.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 70 m²","Hurbanova, Praha 4 - Krč","5 590 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-krc-hurbanova/1200530764","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/vIcXi3.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 71 m²","Přetlucká, Praha 10 - Strašnice","6 450 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-strasnice-pretlucka/1391215692","https://d18-a.sdn.cz/d_18/c_img_QL_J6/Gmvs5M.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 79 m²","Otradovická, Praha 4 - Kamýk","8 493 903 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-kamyk-otradovicka/3594560844","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/fzvB4hp.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 53 m²","Vrchlického, Poděbrady - Poděbrady V","4 440 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/podebrady-podebrady-v-vrchlickeho/1492993100","https://d18-a.sdn.cz/d_18/c_img_QO_K2/JqWwvv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 76 m²","Nepomuckých, Praha 9 - Letňany","10 608 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-letnany-nepomuckych/2065654860","https://d18-a.sdn.cz/d_18/c_img_QO_K1/DiHBs1s.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 60 m²","Na Pile, Ústí nad Labem - Střekov","2 639 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/usti-nad-labem-strekov-na-pile/2784863308","https://d18-a.sdn.cz/d_18/c_img_QO_K1/BupGbl.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 34 m²","Na Čečeličce, Praha 5 - Smíchov","3 980 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-smichov-na-cecelicce/2118169932","https://d18-a.sdn.cz/d_18/c_img_QP_LC/upACKS.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 50 m²","Ruská, Praha 10 - Vršovice","6 400 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vrsovice-ruska/2419070028","https://d18-a.sdn.cz/d_18/c_img_QO_K1/Xeq2bR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment unusual 230 m² (Mezonet)","U Rajské zahrady, Praha 3 - Žižkov","Information about price at agency","https://sreality.cz/en/detail/sale/flat/atypical/praha-zizkov-u-rajske-zahrady/2047804492","https://d18-a.sdn.cz/d_18/c_img_QN_J3/PVsBc3z.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 126 m² (Mezonet)","Podskalská, Praha 2 - Nové Město","19 899 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-nove-mesto-podskalska/2500486220","https://d18-a.sdn.cz/d_18/c_img_QO_K2/2tfBaQd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 60 m²","Italská, Praha 2 - Vinohrady","19 600 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vinohrady-italska/3841504588","https://d18-a.sdn.cz/d_18/c_img_QI_Ji/2Gidyp.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 39 m²","Laštůvkova, Brno - Bystrc","3 820 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/brno-bystrc-lastuvkova/2341733452","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/49LBlZ6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 44 m²","Hábova, Praha - Stodůlky","7 704 283 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-stodulky-habova/1192346700","https://d18-a.sdn.cz/d_18/c_img_QQ_Lg/NENBwvM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 69 m²","Nové sady, Brno - Staré Brno","8 217 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-stare-brno-nove-sady/3521680716","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/xVrCZf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 36 m²","Vojanova, Plzeň - Skvrňany","3 356 430 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/plzen-skvrnany-vojanova/3265016908","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/JHIKNV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 130 m²","T. G. Masaryka, Lanškroun - Ostrovské Předměstí","4 790 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/lanskroun-ostrovske-predmesti-t--g--masaryka/3803354444","https://d18-a.sdn.cz/d_18/c_img_QK_Jq/MyZDnv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 86 m²","Povltavská, Praha 7 - Troja","14 462 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-troja-povltavska/62035276","https://d18-a.sdn.cz/d_18/c_img_QO_K4/sOmDjA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 58 m²","Na Jíkalce, Plzeň - Plzeň 3","4 696 669 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/plzen-plzen-3-na-jikalce/1818584140","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/U2rBokU.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 53 m²","Obránců míru, Most","1 600 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/most-most-obrancu-miru/3701015628","https://d18-a.sdn.cz/d_18/c_img_QP_K2/qRQBVIH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 84 m²","Tuchořice, district Louny","2 280 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/tuchorice-tuchorice-/3175105612","https://d18-a.sdn.cz/d_18/c_img_QK_Jo/PjNxH0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 84 m²","Kejzlarova, Hradec Králové - Nový Hradec Králové","7 990 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/hradec-kralove-novy-hradec-kralove-kejzlarova/2014630988","https://d18-a.sdn.cz/d_18/c_img_QM_KW/zGWEO2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 45 m²","Nad Kajetánkou, Praha 6 - Břevnov","6 190 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-brevnov-nad-kajetankou/2044871756","https://d18-a.sdn.cz/d_18/c_img_QL_J5/00kBt8d.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 44 m²","Pražská třída, Hradec Králové - Kukleny","3 780 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/hradec-kralove-kukleny-prazska-trida/1058317644","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/06prul.mpo?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 55 m²","Gebauerova, Hradec Králové - Pražské Předměstí","3 625 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/hradec-kralove-prazske-predmesti-gebauerova/11773260","https://d18-a.sdn.cz/d_18/c_img_QL_J6/woaBYx3.mpo?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 74 m²","Zahradní, Náchod - Běloves","2 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/nachod-beloves-zahradni/1611183436","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/8NsdC8.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 48 m²","Čenětická, Praha 4 - Chodov","5 957 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-chodov-ceneticka/2398405708","https://d18-a.sdn.cz/d_18/c_img_QM_KW/6CErRv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 53 m²","Chomutovská, Kadaň","1 279 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/kadan-kadan-chomutovska/280139084","https://d18-a.sdn.cz/d_18/c_img_QO_K4/txwDix.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 95 m² (Mezonet)","Dobrovského, Praha 7 - Holešovice","9 900 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-holesovice-dobrovskeho/2035098700","https://d18-a.sdn.cz/d_18/c_img_QO_K4/BLuDCd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 48 m²","Za Zelenou liškou, Praha - Krč","7 100 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-krc-za-zelenou-liskou/2722907212","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/nNrcFT.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 57 m²","Za Mostem, Brno - Komárov","4 900 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/brno-komarov-za-mostem/2444399948","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/Oi3BuBE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 51 m²","Nad Šutkou, Praha 8 - Kobylisy","7 401 530 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-kobylisy-nad-sutkou/1761568860","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/FyHagu.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 67 m²","Karoliny Světlé, Praha 1 - Staré Město","14 900 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-stare-mesto-karoliny-svetle/3773572172","https://d18-a.sdn.cz/d_18/c_img_QK_Jn/qEWBXUb.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 56 m²","Dobrovského, Prostějov","2 470 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/prostejov-prostejov-dobrovskeho/3850933580","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/u2CHaS.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 52 m²","Deštné v Orlických horách, district Rychnov nad Kněžnou","6 220 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/destne-v-orlickych-horach-destne-v-orlickych-horach-/951155036","https://d18-a.sdn.cz/d_18/c_img_QJ_Jm/UPOBbts.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 75 m²","Pod Hliníkem, Libčice nad Vltavou","8 638 800 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/libcice-nad-vltavou--pod-hlinikem/3776780636","https://d18-a.sdn.cz/d_18/c_img_QP_LF/VOcBZ4.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 21 m²","Družstevní ochoz, Praha 4 - Nusle","2 821 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-nusle-druzstevni-ochoz/2725463116","https://d18-a.sdn.cz/d_18/c_img_QP_LC/TXnlY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 62 m²","Deštné v Orlických horách, district Rychnov nad Kněžnou","7 440 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/destne-v-orlickych-horach-destne-v-orlickych-horach-/2418832972","https://d18-a.sdn.cz/d_18/c_img_QJ_Jm/cviBbtc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 108 m²","Korálkova, Kojetice","8 099 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/kojetice--koralkova/1066407500","https://d18-a.sdn.cz/d_18/c_img_QM_Kb/BWa8lG.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 82 m²","Petržílkova, Praha 5 - Stodůlky","7 500 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-stodulky-petrzilkova/3623913292","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/8z7BtgH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 94 m²","Moravské Knínice, district Brno-venkov","6 806 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/moravske-kninice-moravske-kninice-/4039792460","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/JoEBWUh.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 75 m²","Moravské Knínice, district Brno-venkov","5 772 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/moravske-kninice-moravske-kninice-/47863628","https://d18-a.sdn.cz/d_18/c_img_QI_Ji/4KFMdM.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 96 m²","Kabátníkova, Brno - Ponava","12 490 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno-ponava-kabatnikova/3085304908","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/hv0BXkh.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 63 m²","Holubice, district Vyškov","Information about price at agency","https://sreality.cz/en/detail/sale/flat/1+1/holubice-holubice-/3345314892","https://d18-a.sdn.cz/d_18/c_img_QK_Jp/GVSMGp.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 62 m²","Lučiny, Brno - Slatina","6 299 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-slatina-luciny/3482469452","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/YyeaKo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 100 m²","Chudčická, Brno - Bystrc","9 990 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/brno-bystrc-chudcicka/3250369868","https://d18-a.sdn.cz/d_18/c_img_QR_ME/RRVB0MB.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
