"title","locality","price","url","image"
"For sale apartment 3+1 75 m²","U Řezné, Železná Ruda","4 950 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/zelezna-ruda-zelezna-ruda-u-rezne/3745006668","https://d18-a.sdn.cz/d_18/c_img_QM_Kc/PvUBVhp.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 79 m²","V Roháči I., Jesenice","8 200 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/jesenice-jesenice-v-rohaci-i-/3692868940","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/osidsR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+1 160 m²","nám. Tyrše a Fügnera, Mohelnice","3 800 000 CZK","https://sreality.cz/en/detail/sale/flat/4+1/mohelnice-mohelnice-nam--tyrse-a-fugnera/2973582412","https://d18-a.sdn.cz/d_18/c_img_QN_KA/m7cZDK.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 78 m²","U spořitelny, Praha - Modřany","10 887 100 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-modrany-u-sporitelny/1567020876","https://d18-a.sdn.cz/d_18/c_img_QL_J7/UdgCec.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 84 m²","Služská, Praha 8 - Kobylisy","12 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-kobylisy-sluzska/3740693580","https://d18-a.sdn.cz/d_18/c_img_QO_K1/khnJRP.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 65 m²","Mezi Domy, Jesenice","6 190 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/jesenice-jesenice-mezi-domy/2863625292","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/SgIBgc7.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 6 rooms plus 398 m²","Besední, Praha 1 - Malá Strana","Information about price at agency","https://sreality.cz/en/detail/sale/flat/6-and-more/praha-mala-strana-besedni/1643512908","https://d18-a.sdn.cz/d_18/c_img_QM_Kj/OYzBO8.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 66 m²","Plachty, Brno - Nový Lískovec","7 490 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-novy-liskovec-plachty/1551172684","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/9CXBO91.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 176 m²","Na ovčinách, Praha 7 - Holešovice","24 900 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-holesovice-na-ovcinach/1726551116","https://d18-a.sdn.cz/d_18/c_img_QP_K7/vQsBATt.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 43 m²","Pec pod Sněžkou, district Trutnov","6 900 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/pec-pod-snezkou-pec-pod-snezkou-/1696494668","https://d18-a.sdn.cz/d_18/c_img_QM_Kc/pm9bVd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 65 m²","Mickiewiczova, Praha 6 - Hradčany","8 000 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-hradcany-mickiewiczova/3158685004","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/bCin4.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 54 m²","Hodonín, district Hodonín","2 350 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/hodonin--/765629772","https://d18-a.sdn.cz/d_18/c_img_QN_KB/DCbDaH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 58 m²","Slavíkova, Praha 3 - Vinohrady","11 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vinohrady-slavikova/2466055244","https://d18-a.sdn.cz/d_18/c_img_QI_Jg/h6WBoJH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 140 m²","Korunní, Praha 10 - Vinohrady","14 900 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-vinohrady-korunni/3569914956","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/pGobCe.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 202 m²","Na okraji, Praha 6 - Veleslavín","20 590 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-veleslavin-na-okraji/2395866188","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/BbwBp8M.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 127 m²","Koperníkova, Praha 2 - Vinohrady","29 500 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-vinohrady-kopernikova/3103630668","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/IMXBBRh.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 48 m²","Freyova, Praha 9 - Vysočany","6 900 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-freyova/3565987148","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/5gqZtY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 114 m²","Křivatcová, Praha 5 - Zličín","13 000 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-zlicin-krivatcova/1211733324","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/S7nBOB.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 111 m²","Mezilehlá, Praha 9 - Hrdlořezy","15 700 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-hrdlorezy-mezilehla/975967308","https://d18-a.sdn.cz/d_18/c_img_QQ_Lf/GLXUb.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 109 m²","Mezi Vodami, Praha 4 - Modřany","13 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-modrany-mezi-vodami/2018317388","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/dlKcVC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 99 m²","Václavkova, Praha 6 - Dejvice","18 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-dejvice-vaclavkova/3120510028","https://d18-a.sdn.cz/d_18/c_img_QP_K5/581vx4.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 31 m²","Opletalova, Praha 1 - Nové Město","6 350 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/praha-nove-mesto-opletalova/1043276876","https://d18-a.sdn.cz/d_18/c_img_QR_MC/xZACfS.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 203 m²","Bartoškova, Praha 4 - Nusle","17 500 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-nusle-bartoskova/402596940","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/pO8G44.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 184 m²","Na pomezí, Praha 5 - Košíře","22 450 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-kosire-na-pomezi/2459378764","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/Wm3szo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 69 m²","Řeznická, Praha 1 - Nové Město","12 450 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-nove-mesto-reznicka/3202495564","https://d18-a.sdn.cz/d_18/c_img_QL_J6/eO2BCjh.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 175 m²","Vinohradská, Praha 10 - Strašnice","18 990 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-strasnice-vinohradska/596018252","https://d18-a.sdn.cz/d_18/c_img_QN_J5/e0Jh9I.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 190 m²","Za Strahovem, Praha 6 - Břevnov","16 900 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-brevnov-za-strahovem/4130722892","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/gktd5O.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 159 m²","Vřesovická, Praha 5 - Zličín","7 400 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-zlicin-vresovicka/2746803276","https://d18-a.sdn.cz/d_18/c_img_QN_KA/1mLLhD.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 123 m²","Lodecká, Praha 1 - Nové Město","16 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-nove-mesto-lodecka/1730991180","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/XfPBT3.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 93 m²","Domažlická, Praha 3 - Žižkov","10 000 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-zizkov-domazlicka/3479598924","https://d18-a.sdn.cz/d_18/c_img_QI_Ji/WNYCC6E.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 65 m²","Šlikova, Praha 6 - Břevnov","10 790 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-brevnov-slikova/3956384844","https://d18-a.sdn.cz/d_18/c_img_QL_J4/lfBBEgV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 63 m²","Mírová, Opava - Předměstí","2 850 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/opava-predmesti-mirova/849515852","https://d18-a.sdn.cz/d_18/c_img_QK_Jq/IXwDcv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 44 m²","Šlikova, Praha 6 - Břevnov","7 200 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-brevnov-slikova/3654394956","https://d18-a.sdn.cz/d_18/c_img_QP_K5/DeswNQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 54 m²","U Pekáren, Praha 10 - Hostivař","4 779 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/praha-hostivar-u-pekaren/2020895068","https://d18-a.sdn.cz/d_18/c_img_QL_J5/m2TBHi2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 66 m²","Mezi Vodami, Praha 4 - Modřany","8 500 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-modrany-mezi-vodami/1359320140","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/qpsCFmS.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 47 m²","Na výšinách, Praha 7 - Bubeneč","7 909 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-bubenec-na-vysinach/2142259292","https://d18-a.sdn.cz/d_18/c_img_QI_Jh/pBUBsDJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 101 m²","Nitranská, Praha 3 - Vinohrady","17 900 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-vinohrady-nitranska/2414064972","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/Uz3BXt.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 94 m²","Kroftova, Praha 5 - Smíchov","11 900 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-kroftova/2430121292","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/uxsBsSJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 96 m²","Řehořova, Praha 3 - Žižkov","12 500 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-zizkov-rehorova/761579340","https://d18-a.sdn.cz/d_18/c_img_QP_K7/CC7c6C.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 69 m²","Sedlářova, Praha 9 - Kbely","8 583 600 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-kbely-sedlarova/475744348","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/SfOBtyZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 55 m²","Obránců míru, Třebíč - Nové Dvory","3 525 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/trebic-nove-dvory-obrancu-miru/1386386764","https://d18-a.sdn.cz/d_18/c_img_QP_LF/aTICuo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 5+kt 185 m²","Koulova, Praha 6 - Dejvice","19 500 000 CZK","https://sreality.cz/en/detail/sale/flat/5+kt/praha-dejvice-koulova/1218758476","https://d18-a.sdn.cz/d_18/c_img_QP_K5/XH0wJ8.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 96 m²","Olgy Havlové, Praha 3 - Žižkov","13 500 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-zizkov-olgy-havlove/1888204620","https://d18-a.sdn.cz/d_18/c_img_QJ_Jm/CKrBoYm.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 119 m²","Mexická, Praha 10 - Vršovice","20 500 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-vrsovice-mexicka/2464986444","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/ozfBuA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 127 m²","U Nikolajky, Praha 5 - Smíchov","24 000 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-u-nikolajky/1327130188","https://d18-a.sdn.cz/d_18/c_img_QR_L2/WEcBhQg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 88 m²","U Nikolajky, Praha 5 - Smíchov","16 900 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-u-nikolajky/4007163724","https://d18-a.sdn.cz/d_18/c_img_QM_KS/Q5wOjO.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 64 m²","U Nikolajky, Praha 5 - Smíchov","11 500 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-smichov-u-nikolajky/2008770380","https://d18-a.sdn.cz/d_18/c_img_QP_Kr/hOkUEg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 61 m²","Štefánikova, Brno - Veveří","5 850 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-veveri-stefanikova/3115587932","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/zQuaID.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 93 m²","Štefánikova, Brno - Veveří","6 950 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-veveri-stefanikova/2144491868","https://d18-a.sdn.cz/d_18/c_img_QL_J2/adQCEwG.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 83 m²","Na Čihadlech, Dobříš","5 900 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/dobris-dobris-na-cihadlech/3595539788","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/pBVrUk.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 92 m²","Kurandové, Praha 5 - Hlubočepy","13 230 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-hlubocepy-kurandove/1742911836","https://d18-a.sdn.cz/d_18/c_img_QP_LF/yIADW1.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 36 m²","U Plynárny, Praha 10 - Michle","4 490 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-michle-u-plynarny/3778218332","https://d18-a.sdn.cz/d_18/c_img_QK_Jl/X2qTUK.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 40 m²","V zápolí, Praha 4 - Michle","5 200 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-michle-v-zapoli/2016147804","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/MYnBHAY.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 5+kt 189 m²","Malátova, Praha 5 - Smíchov","29 500 000 CZK","https://sreality.cz/en/detail/sale/flat/5+kt/praha-smichov-malatova/3643776604","https://d18-a.sdn.cz/d_18/c_img_QQ_Lf/TDMBzo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"Auction apartment 1+kt 48 m²","Lučiny, Brno - Slatina","2 990 000 CZK","https://sreality.cz/en/detail/auction/flat/1+kt/brno-slatina-luciny/2208470348","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/M6RBuip.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 95 m²","Lochotínská, Plzeň - Severní Předměstí","5 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/plzen-severni-predmesti-lochotinska/3550647628","https://d18-a.sdn.cz/d_18/c_img_QL_J7/E4FDxj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+1 99 m²","Soukenická, Praha 1 - Nové Město","15 496 000 CZK","https://sreality.cz/en/detail/sale/flat/4+1/praha-nove-mesto-soukenicka/105559372","https://d18-a.sdn.cz/d_18/c_img_QO_K2/9Nx3i9.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 66 m²","Stavbařů, Strakonice - Strakonice II","2 950 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/strakonice-strakonice-ii-stavbaru/4294161740","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/hJ6wYO.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 139 m²","Tupolevova, Praha 9 - Letňany","13 900 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-letnany-tupolevova/2639451980","https://d18-a.sdn.cz/d_18/c_img_gV_r/ci6Zek.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 223 m²","Ke Smíchovu, Praha 5 - Hlubočepy","29 900 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-hlubocepy-ke-smichovu/1529959500","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/w8Pm6Y.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 311 m²","Ke Smíchovu, Praha 5 - Hlubočepy","31 900 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-hlubocepy-ke-smichovu/2231456844","https://d18-a.sdn.cz/d_18/c_img_QR_ME/3R7o7U.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 61 m²","Horolezecká, Praha 10 - Hostivař","5 490 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/praha-hostivar-horolezecka/3768751436","https://d18-a.sdn.cz/d_18/c_img_QK_Jq/pi7Dcn.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 5+1 101 m²","Jana Ziky, Tachov","4 990 000 CZK","https://sreality.cz/en/detail/sale/flat/5+1/tachov-tachov-jana-ziky/1369609548","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/YrKBuhr.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 54 m²","SNP, Rychnov nad Kněžnou","2 500 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/rychnov-nad-kneznou-rychnov-nad-kneznou-snp/1632609612","https://d18-a.sdn.cz/d_18/c_img_QP_K8/BgEBa76.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 61 m²","Grohova, Brno - Veveří","5 190 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/brno-veveri-grohova/3103765836","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/r3aBirB.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 82 m²","A. M. Jelínka, Kolín - Kolín II","5 190 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/kolin-kolin-ii-a--m--jelinka/170345548","https://d18-a.sdn.cz/d_18/c_img_QP_K7/QmSBtqC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 51 m²","Hábova, Praha - Stodůlky","7 989 910 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-stodulky-habova/469713996","https://d18-a.sdn.cz/d_18/c_img_QP_K7/5jeBTKW.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 49 m²","Pechmanových, Praha 9 - Vysočany","6 770 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-pechmanovych/4146410572","https://d18-a.sdn.cz/d_18/c_img_QM_Kj/fMbuy.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 40 m²","Nádražní, Praha 5 - Smíchov","7 756 634 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-smichov-nadrazni/770348364","https://d18-a.sdn.cz/d_18/c_img_QM_Kj/raOjq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 49 m²","Sedlářova, Praha","6 196 200 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha--sedlarova/3680950092","https://d18-a.sdn.cz/d_18/c_img_QK_Jq/ra2Crp.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 69 m²","Sedlářova, Praha 9 - Kbely","8 637 600 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-kbely-sedlarova/1684042828","https://d18-a.sdn.cz/d_18/c_img_QP_LF/LBvB9t.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 82 m²","Vazovova, Praha 4 - Modřany","8 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-modrany-vazovova/1575720268","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/RHpBBLD.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 57 m²","Na Jíkalce, Plzeň - Plzeň 3","4 250 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/plzen-plzen-3-na-jikalce/1009128524","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/T0VB6DL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 77 m²","Na Jíkalce, Plzeň - Plzeň 3","4 165 282 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/plzen-plzen-3-na-jikalce/3777119308","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/GtUyg.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 58 m²","Na Jíkalce, Plzeň - Plzeň 3","4 696 669 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/plzen-plzen-3-na-jikalce/3324134476","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/o79B54T.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"Auction apartment 1+kt 50 m²","Lučiny, Brno - Slatina","2 990 000 CZK","https://sreality.cz/en/detail/auction/flat/1+kt/brno-slatina-luciny/3064108364","https://d18-a.sdn.cz/d_18/c_img_QK_Jq/TV0Dbf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 5+1 120 m² (Mezonet)","Na Božkovně, Praha 9 - Újezd nad Lesy","9 990 000 CZK","https://sreality.cz/en/detail/sale/flat/5+1/praha-ujezd-nad-lesy-na-bozkovne/3620447564","https://d18-a.sdn.cz/d_18/c_img_QN_KA/WCfVoS.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 30 m²","Schulhoffova, Praha 4 - Háje","3 800 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-haje-schulhoffova/3444876620","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/qcmBgVd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 53 m²","Ostrava - Moravská Ostrava, district Ostrava-město","2 100 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/ostrava-moravska-ostrava-/664966476","https://d18-a.sdn.cz/d_18/c_img_QQ_Lj/xLfDYb.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 65 m²","Lhotská, Praha 9 - Horní Počernice","5 900 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-horni-pocernice-lhotska/3054335052","https://d18-a.sdn.cz/d_18/c_img_QN_J4/JeVgUL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+1 109 m²","Zengrova, Ostrava - Vítkovice","4 500 000 CZK","https://sreality.cz/en/detail/sale/flat/4+1/ostrava-vitkovice-zengrova/1474577484","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/kulMrZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+1 73 m²","Litevská, Kladno - Kročehlavy","3 999 000 CZK","https://sreality.cz/en/detail/sale/flat/4+1/kladno-krocehlavy-litevska/2028475468","https://d18-a.sdn.cz/d_18/c_img_QK_Jo/nkIBf28.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 42 m²","Spojovací, Praha 9 - Vysočany","5 499 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-vysocany-spojovaci/1491899724","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/d7TBVsA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 101 m²","Chvalova, Praha - Žižkov","13 254 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-zizkov-chvalova/1201837388","https://d18-a.sdn.cz/d_18/c_img_QQ_Lj/DMZDYH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 69 m²","Osečná - Zábrdí, district Liberec","3 170 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/osecna-zabrdi-/966563148","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/mz0Bbl8.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 84 m² (Mezonet)","Rokytnice nad Jizerou - Horní Rokytnice, district Semily","6 500 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/rokytnice-nad-jizerou-horni-rokytnice-/156439628","https://d18-a.sdn.cz/d_18/c_img_QN_J9/cYQIyo.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 111 m²","Březnice - Bor, district Příbram","3 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/breznice-bor-/2468611148","https://d18-a.sdn.cz/d_18/c_img_QR_MC/13NxL.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 111 m²","Milady Horákové, Praha 6 - Hradčany","15 000 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-hradcany-milady-horakove/3260352332","https://d18-a.sdn.cz/d_18/c_img_QM_KY/jZDC8s.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 89 m²","Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem","7 940 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brandys-nad-labem-stara-boleslav-brandys-nad-labem-drevcicka/1020508252","https://d18-a.sdn.cz/d_18/c_img_QL_Jn/NfxDiq.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
